Id,Prompt,Completion
441,ᱡᱩᱭᱟᱹᱱᱟᱱ ᱪᱟᱥ ᱨᱮ ᱦᱟᱭᱰᱨᱳᱡᱮᱞ ᱠᱚ ᱥᱮᱞᱮᱫ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,"ᱦᱤᱫᱨᱳᱡᱮᱞ ᱵᱮᱶᱦᱟᱨ ᱥᱟᱶᱛᱮ ᱠᱟᱹᱢᱤᱭᱟᱱ ᱥᱮᱪ, ᱥᱚᱨ ᱠᱚᱢ ᱟᱨ ᱚᱛ ᱥᱟᱢᱲᱟᱣ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱠᱚ ᱥᱮᱞᱮᱫ ᱢᱮ ᱾"
442,ᱦᱟᱭᱰᱨᱳᱡᱮᱞ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱥᱚᱨᱚ ᱴᱚᱴᱷᱟ ᱨᱮ ᱫᱟᱜ ᱵᱮᱶᱦᱟᱨ ᱨᱮᱭᱟᱜ ᱫᱟᱲᱮᱭ ᱵᱟᱹᱲᱛᱤᱼᱟ?,"ᱚᱛᱢᱚᱱ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱠᱛᱤ ᱠᱚᱢ ᱠᱟᱛᱮ ᱟᱨ ᱯᱷᱚᱞᱚᱠ ᱨᱮᱭᱟᱜ ᱵᱮᱱᱟᱣ ᱫᱟᱲᱮ ᱰᱷᱮᱨ ᱠᱟᱛᱮ, ᱚᱛᱢᱚᱱ ᱨᱮᱭᱟᱜ ᱫᱟᱜ ᱫᱚᱦᱚ ᱫᱟᱲᱮᱹᱭᱟᱜᱼᱟ 50-70% ᱰᱷᱮᱨ ᱠᱟᱛᱮ ᱾"
443,ᱵᱟᱞᱟᱝ ᱚᱛᱚᱢ ᱨᱮ ᱦᱟᱭᱰᱨᱳᱡᱮᱞ ᱵᱮᱣᱦᱟᱨ ᱨᱮᱱᱟᱜ ᱦᱚᱨᱟ ᱪᱮᱫ?,ᱰᱚᱞᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱨ ᱫᱟᱜ ᱫᱚᱦᱚ ᱨᱮᱭᱟᱜ ᱫᱟᱲᱮ ᱵᱟᱹᱲᱛᱤ ᱞᱟᱹᱜᱤᱫ 0.2-0.4 ᱜᱨᱟᱢ/ᱠᱤᱞᱳᱢᱤᱴᱟᱨ ᱢᱮᱲᱤ ᱵᱮᱣᱦᱟᱨ ᱢᱮ ᱾
444,ᱦᱟᱭᱰᱨᱳᱡᱮᱞ ᱠᱚ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱚᱛᱢᱚᱱ ᱫᱟᱜ ᱨᱮᱭᱟᱜ ᱮᱥᱮᱨ ᱨᱮᱭᱟᱜ ᱪᱤᱱᱦᱟᱹ ᱠᱚᱢ ᱞᱟᱹᱜᱤᱫ ᱜᱚᱲᱚ ᱠᱚ ᱮᱢᱼᱟ?,"ᱱᱚᱶᱟ ᱠᱚᱫᱚ ᱢᱩᱲᱩᱫ ᱥᱳᱨᱥᱳᱯᱳᱨ ᱫᱟᱜᱫᱩᱱᱚᱞᱮ ᱫᱚᱦᱚᱼᱟ, ᱚᱛᱚᱢ ᱰᱟᱣᱩᱱᱞ, ᱠᱞᱳᱨᱳᱯᱷᱤᱞ ᱠᱚᱢᱚᱜ ᱟᱨ ᱟᱨᱡᱟᱣ ᱠᱚᱢᱚᱜ ᱮ ᱵᱚᱱᱫᱷᱩᱠᱼᱟ ᱾"
445,ᱦᱟᱭᱰᱨᱳᱡᱮᱞ ᱵᱮᱣᱦᱟᱨ ᱠᱟᱛᱮ ᱚᱛ ᱨᱮᱭᱟᱜ ᱢᱮᱠᱨᱳᱵᱚᱭᱮᱞ ᱠᱟᱹᱢᱤ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ?,"ᱦᱟᱭᱰᱨᱳᱡᱮᱞ ᱠᱚ ᱫᱟᱜ ᱟᱨ ᱦᱚᱭ ᱨᱮᱭᱟᱜ ᱵᱚᱱᱚᱫᱚᱞ ᱮ ᱫᱚᱦᱚ ᱞᱮᱫᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱢᱮᱠᱨᱳᱵᱟᱭᱤᱞ ᱵᱟᱹᱲᱛᱤ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱯᱟᱭ ᱦᱚᱭᱦᱩᱫᱤᱥ ᱮ ᱵᱮᱱᱟᱣ ᱞᱮᱫᱟ ᱾"
446,ᱦᱚᱭᱰᱨᱳᱡᱮᱞ ᱠᱚ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱦᱚᱭᱦᱩᱫᱥᱩᱢᱟᱹᱫᱽ ᱨᱮᱭᱟᱜ ᱵᱚᱱᱚᱫᱚᱞ ᱨᱮ ᱜᱚᱲᱚ ᱠᱚ ᱮᱢᱼᱟ?,"ᱱᱚᱶᱟ ᱠᱚᱫᱚ ᱡᱩᱭᱟᱹᱱᱤᱠ ᱟᱨ ᱵᱟᱝ ᱡᱳᱨᱟᱱ ᱦᱩᱭ ᱠᱟᱛᱮ ᱦᱚᱸ ᱫᱟᱜ ᱨᱮᱭᱟᱜ ᱵᱮᱣᱦᱟᱨ, ᱥᱟᱨ ᱨᱮᱭᱟᱜ ᱦᱟᱹᱱ ᱟᱨ ᱠᱤᱢᱤᱥᱟᱭᱰ ᱨᱮᱭᱟᱜ ᱵᱮᱣᱦᱟᱨ ᱠᱚᱢᱼᱟ ᱾"
447,ᱦᱟᱭᱰᱨᱳᱯᱳᱱᱤᱠ ᱥᱮ ᱳᱣᱟᱨᱴᱤᱠᱮᱞ ᱪᱟᱥ ᱞᱮᱠᱟᱱ ᱢᱟᱲᱟᱝ ᱪᱟᱥ ᱵᱚᱱᱫᱮᱡ ᱨᱮ ᱦᱟᱭᱰᱨᱳᱡᱮᱞ ᱵᱮᱣᱦᱟᱨ ᱨᱮᱱᱟᱜ ᱦᱚᱨᱟ ᱪᱮᱫ?,"ᱡᱳᱨ ᱟᱨ ᱱᱩᱴᱨᱤᱥᱚᱱ ᱫᱚᱦᱚ ᱞᱟᱹᱜᱤᱫ ᱦᱚᱭᱰᱨᱳᱡᱮᱞ ᱠᱚ ᱰᱷᱮᱨᱚᱜ ᱠᱟᱱ ᱛᱟᱞᱢᱟ ᱨᱮ ᱥᱮᱞᱮᱫ ᱦᱳᱭᱳᱜᱼᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱚᱛᱢᱚᱱ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱜᱮ ᱥᱟᱨᱵᱷᱟᱨ ᱮ ᱜᱚᱴᱟ ᱞᱮᱫᱟ ᱾"
448,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱛᱷᱟᱯᱚᱱ ᱨᱮᱭᱟᱜ ᱯᱚᱨᱤᱢᱟᱱ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,"ᱢᱤᱫᱴᱟᱝ ᱱᱟᱯᱟᱭ ᱴᱷᱟᱶ ᱵᱟᱪᱷᱱᱟᱣ ᱢᱮ, ᱵᱮᱱᱟᱣ ᱨᱮᱭᱟᱜ ᱪᱤᱱᱦᱟᱹ ᱵᱮᱱᱟᱣ ᱢᱮ, ᱩᱯᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱵᱚᱱᱫᱮᱡ ᱢᱮ, ᱯᱷᱨᱟᱢ ᱵᱮᱱᱟᱣ ᱢᱮ, ᱠᱚᱵᱷᱟᱨ ᱩᱯᱟᱹᱭ ᱛᱷᱟᱯᱚᱱ ᱢᱮ, ᱟᱨ ᱦᱚᱭᱦᱩᱫ ᱨᱮᱭᱟᱜ ᱥᱟᱢᱲᱟᱣ ᱵᱚᱱᱫᱮᱡ ᱛᱷᱟᱯᱚᱱ ᱢᱮ ᱾"
449,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱵᱮᱱᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱯᱟᱭ ᱴᱷᱟᱶ ᱵᱟᱪᱷᱱᱟᱣ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ?,"ᱢᱤᱫᱴᱟᱝ ᱱᱟᱯᱟᱭ ᱫᱟᱜᱼᱫᱩᱱᱩᱞ ᱴᱚᱴᱷᱟ ᱵᱟᱪᱷᱱᱟᱣ ᱢᱮ ᱡᱟᱦᱟᱸ ᱨᱮ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱫᱤᱱ ᱨᱮᱭᱟᱜ ᱦᱚᱭᱩᱜ ᱟ, ᱫᱟᱜ ᱨᱮᱭᱟᱜ ᱩᱯᱟᱹᱭ, ᱰᱟᱦᱟᱨ ᱟᱨ ᱵᱟᱡᱟᱨ ᱥᱳᱨᱥᱳᱯᱳᱨ, ᱟᱨ ᱚᱲᱟᱜ ᱥᱮ ᱵᱤᱨ ᱠᱷᱚᱱ ᱠᱚᱢ ᱵᱚᱱᱫᱮᱡ ᱛᱟᱦᱮᱸᱱᱟ ᱾"
450,ᱜᱨᱟᱭᱩᱱᱥ ᱳᱭᱮᱨᱮᱱᱴᱮᱥᱚᱱ ᱜᱚᱴᱟ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,"ᱦᱚᱭ ᱨᱮᱭᱟᱜ ᱥᱮᱪ, ᱥᱩᱱᱞᱳᱰ ᱧᱟᱢ ᱟᱨ ᱴᱚᱴᱷᱟ ᱨᱮᱭᱟᱜ ᱦᱚᱭᱦᱩᱫᱤᱥ ᱨᱮᱭᱟᱜ ᱯᱚᱨᱤᱢᱟᱱ ᱠᱚ ᱩᱭᱦᱟᱹᱨ ᱠᱟᱛᱮ ᱟᱨᱦᱚᱸ ᱱᱟᱯᱟᱭ ᱥᱟᱰᱟᱹ ᱦᱚᱭ ᱞᱟᱹᱜᱤᱫ ᱵᱮᱱᱟᱣ ᱫᱚ ᱯᱚᱪᱷᱤᱢᱼᱯᱩᱨᱵᱚ ᱨᱮ ᱥᱳᱯᱨᱳᱫ ᱢᱮ ᱾"
451,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱯᱷᱨᱟᱢ ᱵᱮᱱᱟᱣ ᱨᱮᱱᱟᱜ ᱦᱚᱨᱟ ᱪᱮᱫ?,"ᱢᱩᱲᱩᱫ ᱵᱮᱱᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱟᱨᱟᱝ ᱛᱩᱵᱟᱹ, ᱜᱚᱲᱚ ᱞᱟᱹᱜᱤᱫ ᱦᱩᱰᱤᱧ ᱛᱩᱵᱟᱹ ᱠᱚ ᱵᱮᱣᱦᱟᱨ ᱢᱮ ᱟᱨ ᱚᱱᱟ ᱠᱚ ᱱᱤᱞ ᱟᱨ ᱡᱤ ᱟᱭ ᱳᱣᱟᱨ ᱫᱟᱨᱟᱭ ᱛᱮ ᱥᱟᱢᱵᱲᱟᱣ ᱢᱤᱫᱴᱟᱝ ᱴᱨᱟᱥ ᱯᱷᱨᱟᱢᱵᱷᱳᱨᱠ ᱨᱮ ᱵᱚᱱᱚᱫᱚᱞ ᱢᱮ ᱾"
452,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱵᱮᱱᱟᱣ ᱚᱠᱛᱚ ᱠᱷᱟᱛ ᱠᱚ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱮᱱᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ?,ᱮᱞᱹ ᱰᱤᱹᱯᱤᱹ ᱯᱷᱤᱞᱢ ᱨᱮᱭᱟᱜ ᱥᱤᱢᱟᱹ ᱠᱚ ᱰᱩᱵᱟᱹᱣ ᱞᱟᱹᱜᱤᱫ ᱟᱨ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱞᱟᱹᱜᱤᱫ ᱞᱟᱹᱞᱤᱥ ᱥᱟᱶᱛᱮ ᱠᱷᱟᱹᱨᱰᱩ (0ᱹ2 ᱢᱤᱴᱟᱨ×2ᱹ2 ᱢᱤᱴᱟᱨ) ᱰᱩᱵᱟᱹᱧ ᱢᱮ ᱾
453,ᱮᱞᱹ ᱰᱤᱯᱤᱹ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱫᱚ ᱦᱟᱹᱱ ᱠᱷᱚᱱ ᱨᱩᱠᱷᱤᱭᱟᱹ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,ᱥᱟᱱᱟᱢ ᱛᱩᱲᱟᱹ ᱟᱨ ᱜᱩᱴ ᱠᱚ ᱮᱞᱹ ᱰᱤᱹᱯᱤ ᱤ ᱥᱴᱨᱤᱯ ᱛᱮ ᱯᱮᱨᱮᱪ ᱢᱮ ᱡᱟᱦᱟᱸᱛᱮ ᱛᱩᱲᱟᱹ ᱥᱮᱫ ᱠᱷᱚᱱ ᱮᱲᱟᱣ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱟᱨ ᱯᱷᱤᱞᱢ ᱫᱚ ᱜᱷᱟᱹᱞ ᱵᱟᱝ ᱦᱳᱭᱳᱜᱼᱟ ᱾
454,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱠᱚᱵᱷᱟᱨ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱛᱷᱟᱯᱚᱱ ᱟᱠᱟᱱᱟ?,"ᱵᱮᱱᱟᱣ ᱪᱮᱛᱟᱱ ᱨᱮ ᱤᱭᱩᱭᱤᱼᱥᱴᱮᱵᱤᱞᱤᱡᱽᱰ ᱮᱞᱹ ᱰᱤᱹᱯᱤᱹ ᱯᱷᱤᱞᱢ ᱯᱟᱥᱱᱟᱣ ᱢᱮ, ᱥᱤᱢᱟᱹ ᱠᱚ ᱯᱷᱳᱞᱰ ᱢᱮ, ᱱᱤᱞ ᱟᱨ ᱳᱣᱟᱥᱟᱨ ᱛᱮ ᱯᱷᱤᱠᱥ ᱢᱮ, ᱟᱨ ᱫᱟᱹᱨᱟᱹ ᱠᱚ ᱨᱮᱭᱟᱜ ᱥᱤᱢᱟᱹ ᱠᱚ ᱰᱩᱵᱟᱹᱭ ᱢᱮ ᱾"
455,ᱮᱞᱹ ᱰᱤᱹᱯᱤᱹ ᱥᱤᱴ ᱠᱚ ᱡᱳᱨᱛᱮ ᱛᱷᱟᱯᱚᱱ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,ᱥᱴᱤᱴ ᱫᱚ ᱠᱟᱴᱤᱡ ᱛᱮ ᱵᱮᱱᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱞᱮᱠᱟ ᱛᱟᱞᱟ ᱨᱮ ᱨᱵᱟᱨ ᱳᱣᱟᱥᱟᱨ ᱥᱟᱶ ᱴᱮᱜᱽ ᱱᱟᱞ ᱵᱮᱣᱦᱟᱨ ᱢᱮ ᱾
456,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱮᱛᱚᱦᱚᱵ ᱠᱚ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ?,ᱨᱳᱞᱮᱼᱯ ᱦᱚᱨᱟ ᱟᱨ ᱢᱮᱛᱟᱞ ᱦᱩᱠ ᱥᱟᱶ ᱮᱞᱹ ᱰᱤᱹᱯᱤ ᱤ ᱥᱤᱴ ᱛᱷᱟᱯᱚᱱ ᱢᱮ ᱡᱟᱦᱟᱸᱛᱮ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱞᱮᱠᱟᱛᱮ ᱮᱦᱚᱵ ᱟᱨ ᱵᱚᱱᱚᱫᱚᱞ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾
457,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱵᱮᱱᱟᱣ ᱨᱮ ᱵᱚᱱᱥ ᱨᱮᱭᱟᱜ ᱞᱮᱴᱤ ᱨᱮᱭᱟᱜ ᱮᱱᱮᱢ ᱪᱮᱫ?,ᱵᱚᱱᱵᱩ ᱨᱮᱭᱟᱜ ᱥᱴᱤᱠ ᱮᱞᱹ ᱰᱤᱹᱯᱤᱭᱮ ᱥᱴᱤᱴ ᱮ ᱮᱥᱮᱨᱼᱟ ᱟᱨ ᱥᱟᱱᱟᱢ ᱵᱮᱱᱟᱣ ᱨᱮ ᱮᱥᱮᱨ ᱮ ᱦᱟᱹᱴᱤᱧᱼᱟ ᱾
458,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱵᱮᱱᱟᱣ ᱨᱮ ᱯᱞᱟᱥᱴᱤᱠ ᱨᱮᱭᱟᱜ ᱨᱤ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱮᱣᱦᱟᱨ ᱦᱩᱭᱩᱜᱼᱟ?,ᱮᱞᱹ ᱰᱤᱯᱤᱹ ᱥᱤᱴ ᱪᱮᱛᱟᱱ ᱨᱮ ᱯᱞᱟᱥᱴᱤᱠ ᱨᱮᱭᱟᱜ ᱨᱤ ᱠᱚ ᱫᱚᱦᱚ ᱦᱳᱭᱳᱜᱼᱟ ᱡᱟᱦᱟᱸᱛᱮ ᱦᱚᱭ ᱠᱷᱟᱹᱛᱤᱨ ᱛᱮ ᱚᱱᱟ ᱠᱚ ᱡᱳᱨᱛᱮ ᱫᱚᱦᱚ ᱦᱳᱭᱳᱜᱼᱟ ᱾
459,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱢᱩᱫ ᱨᱮ ᱦᱚᱭᱦᱩᱫᱥᱩᱢ ᱥᱟᱢᱲᱟᱣ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱠᱚᱨᱟᱣ ᱦᱩᱭᱩᱜᱼᱟ?,"ᱠᱟᱵᱷᱟᱨ ᱢᱮᱴᱮᱨᱮᱞ ᱟᱨ ᱳᱣᱟᱱᱴᱤᱞᱮᱥᱚᱱ ᱦᱚᱨᱟ ᱠᱚ ᱵᱮᱣᱦᱟᱨ ᱠᱟᱛᱮ ᱮᱞᱟᱨᱟᱣ, ᱮᱞᱟᱨᱟᱣ, ᱟᱨ ᱥᱤ ᱳᱼ2 ᱨᱮᱭᱟᱜ ᱯᱚᱨᱤᱢᱟᱱ ᱥᱟᱢᱲᱟᱣ ᱠᱟᱛᱮ ᱾"
460,ᱢᱤᱫᱴᱟᱝ ᱜᱨᱤᱦᱩᱱᱩᱥ ᱨᱮ ᱜᱚᱴᱟᱼᱵᱩᱴᱟᱹ ᱰᱮᱨᱮᱱᱡᱽ ᱫᱚᱦᱚ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,ᱵᱮᱱᱟᱣ ᱠᱷᱚᱱ ᱡᱟᱹᱥᱛᱤ ᱫᱟᱜ ᱮᱴᱟᱜ ᱥᱮᱪ ᱪᱟᱞᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱥᱚᱞᱮᱯ ᱟᱨ ᱰᱮᱨᱮᱱᱡ ᱪᱮᱱᱮᱞᱠᱚ ᱜᱚᱴᱟ ᱫᱚᱦᱚ ᱢᱮ ᱾
461,ᱤᱭᱩᱵᱷᱤᱼᱥᱴᱮᱵᱤᱞᱤᱡᱽᱰ ᱮᱞᱰᱤᱯᱤᱹ ᱯᱷᱤᱞᱢ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱟᱪᱷᱱᱟᱣ ᱟᱨ ᱵᱮᱣᱦᱟᱨ ᱦᱩᱭᱩᱜᱼᱟ?,"ᱥᱟᱡᱟᱹᱭᱟᱱ ᱜᱟᱹᱨᱫᱷ ᱵᱟᱪᱷᱱᱟᱣ ᱢᱮ (ᱡᱮᱞᱮᱠᱟ, 200 ᱢᱮᱠᱨᱚᱱ), ᱯᱚᱨᱤᱢᱟᱱ ᱞᱮᱠᱟᱛᱮ ᱠᱟᱴᱟᱣ ᱢᱮ, ᱟᱨ ᱡᱳᱨᱟᱱ ᱟᱨ ᱮᱞᱟᱨᱟᱣ ᱴᱨᱟᱥᱚᱱᱥᱚᱱ ᱜᱚᱴᱟ ᱠᱚᱨᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱱᱟᱯᱟᱭ ᱛᱮ ᱛᱷᱟᱯᱚᱱ ᱢᱮ ᱾"
462,ᱮᱞᱹ ᱰᱤᱯᱤᱹ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱠᱛᱤ ᱞᱮᱠᱷᱟ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,ᱠᱟᱴᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱞᱟᱹᱠᱛᱤ ᱥᱟᱱᱟᱢ ᱯᱷᱤᱞᱢ ᱨᱮᱭᱟᱜ ᱟᱭᱩᱢᱟᱹᱱ ᱠᱚᱨᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱮᱞᱟᱱ ᱨᱮᱭᱟᱜ ᱴᱚᱴᱷᱟ ᱫᱚ 2.48 ᱛᱮ ᱜᱩᱱ ᱢᱮ ᱾
463,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱨᱮᱭᱟᱜ ᱵᱚᱱᱫᱮᱡ ᱫᱚ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱦᱚᱭᱦᱩᱫᱤᱥ ᱨᱮᱭᱟᱜ ᱦᱟᱹᱱ ᱠᱷᱚᱱ ᱨᱩᱠᱷᱟᱹᱭᱟᱹ ᱦᱩᱭᱩᱜᱼᱟ?,"ᱫᱟᱲᱮᱹᱣᱟᱱᱟᱜ ᱩᱯᱟᱹᱭ, ᱨᱩᱠᱷᱟᱹᱣᱟᱱᱟᱜ ᱡᱳᱴ, ᱱᱟᱯᱟᱭ ᱮᱝᱠᱟᱨ ᱟᱨ ᱵᱤᱴᱩᱢᱮᱱ ᱞᱮᱠᱟᱱ ᱨᱩᱠᱷᱟᱹᱣᱟᱱᱟᱜ ᱠᱚᱴᱤᱝ ᱵᱮᱣᱦᱟᱨ ᱢᱮ ᱾"
464,ᱜᱨᱤᱦᱩᱱᱩᱥ ᱨᱮ ᱵᱷᱮᱱᱴᱤᱞᱮᱥᱚᱱ ᱜᱚᱴᱟ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,ᱦᱚᱭ ᱨᱮᱭᱟᱜ ᱰᱟᱣᱩᱱᱞᱳᱰ ᱟᱨ ᱞᱚᱞᱢᱟᱱ ᱥᱟᱢᱲᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟᱼᱥᱟ ᱮᱢ ᱢᱮ ᱾
465,ᱜᱨᱤᱦᱩᱱᱩᱥ ꯇꯦꯛꯅꯣꯂꯣꯖꯤ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱵᱮᱼᱢᱩᱥᱩᱢ ᱨᱮᱭᱟᱜ ᱪᱟᱥ ᱵᱮᱱᱟᱣ ᱨᱮ ᱜᱚᱲᱚ ᱮᱢᱼᱟ?,ᱵᱚᱱᱚᱫᱚᱞ ᱟᱠᱟᱱ ᱦᱚᱭᱦᱩᱫᱤᱥ ᱵᱮᱱᱟᱣ ᱠᱟᱛᱮ ᱡᱟᱦᱟᱫᱚ ᱵᱤᱞᱟᱹᱛ ᱨᱮᱭᱟᱜ ᱦᱚᱭᱦᱩᱫᱥᱤᱫ ᱫᱚ ᱵᱮᱼᱵᱟᱹᱛᱤᱞ ᱦᱩᱭ ᱞᱮᱱ ᱨᱮᱦᱚᱸ ᱪᱟᱥ ᱨᱮᱭᱟᱜ ᱫᱟᱲᱮᱭ ᱮᱢᱼᱟ ᱾
466,ᱜᱨᱤᱦᱩᱱᱩᱥ ꯇꯦꯛꯅꯣꯂꯣꯖꯤ ᱵᱮᱣᱦᱟᱨ ᱠᱟᱛᱮ ᱪᱟᱥ ᱨᱮᱭᱟᱜ ᱯᱚᱨᱤᱢᱟᱱ ᱵᱟᱹᱲᱛᱤ ᱨᱮᱱᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,"ᱰᱷᱮᱨ ᱠᱷᱚᱱ ᱡᱟᱹᱥᱛᱤ ᱵᱟᱹᱲᱛᱤ ᱨᱮᱭᱟᱜ ᱯᱚᱨᱤᱢᱟᱱ ᱫᱚᱦᱚ ᱢᱮ, ᱮᱥᱮᱨ ᱨᱮᱭᱟᱜ ᱚᱡᱮ ᱠᱚᱢ ᱢᱮ ᱟᱨ ᱫᱟᱜ ᱟᱨ ᱱᱩᱴᱨᱤᱥᱚᱱ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱼᱵᱩᱴᱟᱹ ᱥᱟᱨᱵᱷᱟᱨ ᱜᱚᱴᱟ ᱢᱮ ᱾"
467,ᱦᱩᱰᱤᱧ ᱪᱟᱥᱤᱭᱟᱹ ᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱜᱨᱤᱦᱩᱱᱩᱥ ᱵᱚᱱᱫᱮᱡ ᱫᱚ ᱪᱮᱫ ᱞᱮᱠᱟᱛᱮ ᱠᱷᱚᱨᱪᱟ ᱟᱱᱟᱜ ᱦᱩᱭ ᱟᱠᱟᱱᱟ?,ᱰᱷᱮᱨ ᱜᱚᱱᱚᱝ ᱨᱮᱭᱟᱜ ᱩᱯᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱵᱚᱱᱚᱫᱚᱞ ᱛᱮ ᱴᱚᱴᱷᱟ ᱞᱮᱠᱟᱛᱮ ᱧᱟᱢᱚᱜ ᱠᱟᱱ ᱩᱯᱟᱹᱭ ᱡᱮᱞᱮᱠᱟ ᱠᱟᱪ ᱟᱨ ᱵᱚᱱᱫᱮᱡ ᱟᱨ ᱠᱚᱢ ᱜᱚᱱᱚᱝ ᱨᱮᱭᱟᱜ ᱮᱞᱹ ᱰᱤᱯᱤᱹ ᱥᱤᱴ ᱵᱮᱣᱦᱟᱨ ᱢᱮ ᱾
468,ᱜᱷᱟᱹᱞ ᱵᱟᱝ ᱦᱩᱭ ᱠᱟᱛᱮ ᱜᱨᱤᱦᱩᱱᱩᱥ ᱠᱚᱵᱷᱟᱨ ᱥᱮᱞᱮᱫ ᱨᱮᱭᱟᱜ ᱦᱚᱨᱟ ᱫᱚ ᱪᱮᱫ?,"ᱥᱚᱨᱯ ᱮᱡᱽ, ᱨᱳᱯ ᱡᱮᱱᱤᱴ, ᱮᱥᱴᱨᱮᱪ ᱯᱷᱤᱞᱢ ᱢᱤᱫ ᱞᱮᱠᱟ ᱵᱚᱱᱚᱫᱚᱞ ᱢᱮ, ᱟᱨ ᱱᱤᱞ ᱟᱨ ᱨᱤ ᱵᱮᱣᱦᱟᱨ ᱠᱟᱛᱮ ᱱᱟᱯᱟᱭ ᱞᱮᱠᱟᱛᱮ ᱵᱚᱱᱚᱫᱚᱞ ᱢᱮ ᱾"
